wall_iso,epoch,feed,header_ts,wire_bytes,status
2026-08-05T12:05:43,1785949543.8,alerts,1785949492,25853,200
2026-08-05T12:05:53,1785949553.2,trips,1785949547,210775,200
2026-08-05T12:05:53,1785949553.5,vehicles,1785949547,12738,200
2026-08-05T12:05:53,1785949553.7,alerts,1785949492,25853,200
2026-08-05T12:06:03,1785949563.2,trips,1785949547,210775,200
2026-08-05T12:06:03,1785949563.5,vehicles,1785949547,12738,200
2026-08-05T12:06:03,1785949563.8,alerts,1785949492,25853,200
2026-08-05T12:06:13,1785949573.2,trips,1785949547,210775,200
2026-08-05T12:06:13,1785949573.5,vehicles,1785949547,12738,200
2026-08-05T12:06:13,1785949573.8,alerts,1785949492,25853,200
2026-08-05T12:06:23,1785949583.2,trips,1785949569,212078,200
2026-08-05T12:06:23,1785949583.5,vehicles,1785949569,12635,200
2026-08-05T12:06:23,1785949583.7,alerts,1785949552,25853,200
2026-08-05T12:06:33,1785949593.2,trips,1785949569,212078,200
2026-08-05T12:06:33,1785949593.5,vehicles,1785949569,12635,200
2026-08-05T12:06:33,1785949593.8,alerts,1785949552,25853,200
2026-08-05T12:06:43,1785949603.2,trips,1785949569,212078,200
2026-08-05T12:06:43,1785949603.5,vehicles,1785949569,12635,200
2026-08-05T12:06:43,1785949603.7,alerts,1785949552,25853,200
2026-08-05T12:06:53,1785949613.2,trips,1785949569,212078,200
2026-08-05T12:06:53,1785949613.5,vehicles,1785949569,12635,200
2026-08-05T12:06:53,1785949613.7,alerts,1785949552,25853,200
2026-08-05T12:07:03,1785949623.2,trips,1785949611,207686,200
2026-08-05T12:07:03,1785949623.5,vehicles,1785949611,12237,200
2026-08-05T12:07:03,1785949623.7,alerts,1785949612,25853,200
2026-08-05T12:07:13,1785949633.2,trips,1785949611,207686,200
2026-08-05T12:07:13,1785949633.5,vehicles,1785949611,12237,200
2026-08-05T12:07:13,1785949633.7,alerts,1785949612,25853,200
2026-08-05T12:07:23,1785949643.2,trips,1785949611,207686,200
2026-08-05T12:07:23,1785949643.5,vehicles,1785949611,12237,200
2026-08-05T12:07:23,1785949643.7,alerts,1785949612,25853,200
2026-08-05T12:07:33,1785949653.2,trips,1785949632,211305,200
2026-08-05T12:07:33,1785949653.6,vehicles,1785949632,12338,200
2026-08-05T12:07:33,1785949653.8,alerts,1785949612,25853,200
2026-08-05T12:07:43,1785949663.2,trips,1785949632,211305,200
2026-08-05T12:07:43,1785949663.5,vehicles,1785949632,12338,200
2026-08-05T12:07:43,1785949663.8,alerts,1785949612,25853,200
2026-08-05T12:07:53,1785949673.2,trips,1785949632,211305,200
2026-08-05T12:07:53,1785949673.5,vehicles,1785949632,12338,200
2026-08-05T12:07:53,1785949673.7,alerts,1785949612,25853,200
2026-08-05T12:08:03,1785949683.2,trips,1785949675,204468,200
2026-08-05T12:08:03,1785949683.5,vehicles,1785949675,11967,200
2026-08-05T12:08:03,1785949683.7,alerts,1785949672,25853,200
2026-08-05T12:08:13,1785949693.2,trips,1785949675,204468,200
2026-08-05T12:08:13,1785949693.5,vehicles,1785949675,11967,200
2026-08-05T12:08:13,1785949693.7,alerts,1785949672,25853,200
2026-08-05T12:08:23,1785949703.2,trips,1785949675,204468,200
2026-08-05T12:08:23,1785949703.5,vehicles,1785949675,11967,200
2026-08-05T12:08:23,1785949703.7,alerts,1785949672,25853,200
2026-08-05T12:08:33,1785949713.2,trips,1785949675,204468,200
2026-08-05T12:08:33,1785949713.5,vehicles,1785949675,11967,200
2026-08-05T12:08:33,1785949713.8,alerts,1785949672,25853,200
2026-08-05T12:08:43,1785949723.2,trips,1785949697,206671,200
2026-08-05T12:08:43,1785949723.5,vehicles,1785949697,12172,200
